Name,Address1,Address2,City,State,Zip,Phone,Latitude,Longitude,ToolType,Distance,URL
HOME DEPOT #6218,1580 LITCHFIELD TPKE,,NEW HARTFORD,CT,06057,(860) 496-8620,41.575151,-72.738268,"Power Tools, Outdoor Power Equipment, Tool Rental",34.21649472846597,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
HOME DEPOT #6234,1932 NORWICH NEW LONDON,,UNCASVILLE,CT,06382,(860) 848-9217,41.575151,-72.738268,"Power Tools, Outdoor Power Equipment, Tool Rental",34.21649472846597,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
HOME DEPOT #6235,1816 MERIDEN WTRBY TPKE,,SOUTHINGTON,CT,06489,(860) 276-6837,41.575151,-72.738268,"Power Tools, Outdoor Power Equipment, Tool Rental",34.21649472846597,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
HOME DEPOT #6233,909 WASHINGTON STREET,,MIDDLETOWN,CT,06457,(860) 346-3007,41.553772,-72.684761,"Power Tools, Outdoor Power Equipment, Tool Rental",35.32890512770453,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
Tractor Supply Co. #1512,72 NEWTON ST,,Greenfield,MA,01301,(413) 772-2100,42.583161,-72.617839,Power Tools,36.00872633486152,https://www.tractorsupply.com/
Dresser Hull Lumber,60 Railroad St.,,Lee,MA,01238,(413) 243-1400,42.306215,-73.250901,Power Tools,36.22674208367622,
HOME DEPOT #2619,264 MOHAWK TRAIL-RT 2,,GREENFIELD,MA,01301,(413) 773-9150,42.58665,-72.628121,"Power Tools, Outdoor Power Equipment, Tool Rental",36.24839748354518,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
"TARGET ENTERPRISES, INC.",277 OLD BRANCH RD.,,THOMASTON,CT,06787,(860) 283-6676,41.657385,-73.099414,Power Tools,37.18033201046137,
Tractor Supply Co. #1414,1445 MAIN ST,,Leicester,MA,01524,(508) 892-8334,42.243226,-71.924933,Power Tools,38.020227853460405,https://www.tractorsupply.com/
Tractor Supply Co. #2324,356 STOCKBRIDGE ROAD,,Great Barrington,MA,01230,(413) 528-2211,42.210529,-73.342741,Power Tools,38.200007803031106,https://www.tractorsupply.com/
Tractor Supply Co. #1731,150 NEW LONDON RD,,Colchester,CT,06415,(860) 537-0679,41.558935,-72.319836,Power Tools,38.22998628155576,https://www.tractorsupply.com/
Tractor Supply Co. #1216,97 PROVIDENCE PIKE,,Putnam,CT,06260,(860) 963-7914,41.924995,-71.873887,Power Tools,39.77861216707216,https://www.tractorsupply.com/
HOME DEPOT #2624,99 SUTTON AVENUE,,OXFORD,MA,01540,(508) 987-2151,42.116031,-71.851917,"Power Tools, Outdoor Power Equipment, Tool Rental",39.86453183599448,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
HUME EQUIPMENT CO,31 E MAIN ST,,ORANGE,MA,01364,(978) 544-6545,42.591322,-72.308207,Outdoor Power Equipment,40.00279188586282,
HOME DEPOT #2682,779 WASHINGTON STREET,,AUBURN,MA,01501,(508) 721-2247,42.18229,-71.855986,"Power Tools, Outdoor Power Equipment, Tool Rental",40.322382009273774,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
Tractor Supply Co. #1895,83 NEW ATHOL RD,,Orange,MA,01364,(978) 544-3750,42.586156,-72.271181,Power Tools,40.487177910968356,https://www.tractorsupply.com/
HOME DEPOT #2683,555 HUBBARD AVE- UNIT 21,,PITTSFIELD,MA,01201,(413) 445-9901,42.468278,-73.19701,"Power Tools, Outdoor Power Equipment, Tool Rental",40.54729095307233,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
Tractor Supply Co. #728,898 CRANE AVE ,  STE 201,Pittsfield,MA,01201,(413) 236-5871,42.467565,-73.206278,Power Tools,40.857355351491435,https://www.tractorsupply.com/
HOME DEPOT #6212,575 BANK STREET,,WATERBURY,CT,06708,(203) 757-7206,41.550041,-73.04327,"Power Tools, Outdoor Power Equipment, Tool Rental",41.491561938117776,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
Tractor Supply Co. #2344,800 N COLONY RD,,Wallingford,CT,06492,(203) 265-4484,41.47531,-72.812014,Power Tools,41.74990084895606,https://www.tractorsupply.com/
Herrington's Lumber,11 Farnam Rd.,,Lakeville,CT,06039,(860) 435-2561,41.963521,-73.439126,Power Tools,42.386912981809,
WHITNEY'S FARM INC,52 CHURCH ST,,CHESHIRE,MA,01225,(413) 743-9512,42.561861,-73.163775,Outdoor Power Equipment,44.17499475180001,
Tractor Supply Co. #1762,99 WORCESTER PROVIDENCE TPKE,,Millbury,MA,01527,(508) 865-5350,42.192019,-71.769391,Power Tools,44.80589969270873,https://www.tractorsupply.com/
HOME DEPOT #6217,1055 N COLONY RD.,,WALLINGFORD,CT,06492,(203) 269-1211,41.433613,-72.834795,"Power Tools, Outdoor Power Equipment, Tool Rental",44.830826026360704,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
HOME DEPOT #2684,130 GOLDSTAR BLVD,,WORCESTER,MA,01606,(508) 852-6260,42.292825,-71.802512,"Power Tools, Outdoor Power Equipment, Tool Rental",45.076397455793554,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
Tractor Supply Co. #2198,1160 NEW HAVEN RD,,Naugatuck,CT,06770,(203) 720-3776,41.469418,-73.02532,Power Tools,45.92994044604079,https://www.tractorsupply.com/
HOME DEPOT #6221,142 RIVER ROAD,,LISBON,CT,06351,(860) 376-2047,41.583126,-71.996415,"Power Tools, Outdoor Power Equipment, Tool Rental",46.371926728925985,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
Tractor Supply Co. #167,461 VOLUNTOWN RD ,  STE I,Griswold,CT,06351,(860) 376-0131,41.59197,-71.970228,Power Tools,46.89685552381264,https://www.tractorsupply.com/
Tractor Supply Co. #2352,384 Timpany Blvd,,Gardner,MA,01440,(978) 632-6666,42.557776,-71.990055,Power Tools,47.208065148541536,https://www.tractorsupply.com/
HOME DEPOT #2672,530 TURNPIKE ROAD,,SHREWSBURY,MA,01545,(508) 842-4100,42.276584,-71.719198,"Power Tools, Outdoor Power Equipment, Tool Rental",48.74763324722427,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
RUNNING BROOK FARMS,219 ROUTE 80,,KILLINGWORTH,CT,06419,(860) 663-5522,41.35709,-72.557411,Outdoor Power Equipment,48.92489691749758,
Tractor Supply Co. #1729,826 CURRAN MEMORIAL HWY,,North Adams,MA,01247,(413) 664-6950,42.679122,-73.105024,Power Tools,49.190892910030925,https://www.tractorsupply.com/
Tractor Supply Co. #592,5094 RTE 22,,Amenia,NY,12501,(845) 373-8645,41.858343,-73.551156,Power Tools,49.67727444200254,https://www.tractorsupply.com/
HOME DEPOT #6201,111 UNIVERSAL DRIVE N,,NORTH HAVEN,CT,06473,(203) 234-1300,41.364718,-72.87151,"Power Tools, Outdoor Power Equipment, Tool Rental",49.919056464630614,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
Adams Tool & nail Inc,765 North Main St,,Leominster,MA,01453,(978) 537-1582,42.556652,-71.770305,Power Tools,37.55794507992687,
Tractor Supply Co. #1770,670 BRATTLEBORO RD,,Hinsdale,NH,03451,(603) 336-5274,42.808318,-72.530189,Power Tools,30.06837922221645,https://www.tractorsupply.com/
JOSEPH BROWN SMALL ENGINE REPAIR LLC,89 BRANCH RD,,WEST HALIFAX,VT,05358,(802) 368-7643,42.786511,-72.770092,Outdoor Power Equipment,32.35975757064337,
BROWN & ROBERTS,182 MAIN STREET,,BRATTLEBORO,VT,05301,(802) 257-4566,42.853276,-72.558623,Power Tools,33.33735766623787,
Tractor Supply Co. #1494,21 COMMERCIAL LN UNIT 1,,Rindge,NH,03461,(603) 899-6863,42.741659,-72.035864,Power Tools,33.40338338497457,https://www.tractorsupply.com/
HOME DEPOT #4552,896 PUTNEY ROAD,,BRATTLEBORO,VT,05301,(802) 251-0223,42.877161,-72.560308,"Power Tools, Outdoor Power Equipment, Tool Rental",34.98486299310422,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
Tractor Supply Co. #1559,235 NEW LANCASTER RD,,Leominster,MA,01453,(978) 534-9620,42.493139,-71.729901,Power Tools,38.3670991040828,https://www.tractorsupply.com/
HOME DEPOT #2676,135 COMMERCIAL RD.,,LEOMINSTER,MA,01453,(978) 840-0800,42.531446,-71.741003,"Power Tools, Outdoor Power Equipment, Tool Rental",38.45587904054781,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
HOME DEPOT #3488,22 ASHBROOK ROAD,,KEENE,NH,03431,(603) 355-2113,42.923932,-72.306257,"Power Tools, Outdoor Power Equipment, Tool Rental",38.72631059253702,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
W.W. Building Supply,434 RTE 100 N.,,Wilmington,VT,05363,(802) 464-3022,42.892075,-72.858148,"Power Tools, Outdoor Power Equipment",40.91222562642722,https://www.wwbuilding.com/
FROST FARM SERVICE INC,53 MASON ROAD,,GREENVILLE,NH,03048,,42.7519,-71.7966,Outdoor Power Equipment,42.81403335461083,
Tractor Supply Co. #2137,168 MILK ST ,  STE 5,Westborough,MA,01581,(508) 366-0333,42.281555,-71.632837,Power Tools,43.034873986488236,https://www.tractorsupply.com/
SiteOne Landscape Supply,570 Main St,, Hudson,MA,01749,(978) 562-6988,42.394187,-71.504048,Outdoor Power Equipment,49.09025427233071,https://www.siteone.com/en/store/630
Site One Landscape Supply,570 Main Street,,Hudson,MA,01749,(978) 562-6988,42.393419,-71.503998,Outdoor Power Equipment,49.09179805387509,http://www.siteone.com/
HOME DEPOT #2607,701 BOSTON POST RD EAST,,MARLBOROUGH,MA,01752,(508) 357-2223,42.350059,-71.504413,"Power Tools, Outdoor Power Equipment, Tool Rental",49.10680516244841,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
HOME DEPOT #4551,121 N BENNINGTON RD.,,BENNINGTON,VT,05201,(802) 447-9997,42.874601,-73.185055,"Power Tools, Outdoor Power Equipment, Tool Rental",47.445575269571165,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
Tractor Supply Co. #753,300 DEPOT ST,,Bennington,VT,05201,(802) 440-9937,42.885077,-73.199177,Power Tools,48.464016532701244,https://www.tractorsupply.com/
GREAT ROAD FARM & GARDEN,687 GREAT ROAD,,LITTLETON,MA,01460,(978) 486-9200,42.567541,-71.508015,Outdoor Power Equipment,32.15811948526308,http://www.greatroadfarmandgarden.com/
HOME DEPOT #2613,2994 CRANBERRY HIGHWAY,,EAST WAREHAM,MA,02538,(508) 291-7051,42.16009,-71.503988,"Power Tools, Outdoor Power Equipment, Tool Rental",35.72955547936136,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
HOME DEPOT #2659,1100 NEWPORT AVE.,,SOUTH ATTLEBORO,MA,02703,(508) 761-4001,42.16009,-71.503988,"Power Tools, Outdoor Power Equipment, Tool Rental",35.72955547936136,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
HOME DEPOT #2662,179 DAGGET DRIVE,,W. SPRINGFIELD,MA,01089,(413) 731-9700,42.16009,-71.503988,"Power Tools, Outdoor Power Equipment, Tool Rental",35.72955547936136,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
HOME DEPOT #2665,1213 VFW PARKWAY,,WEST ROXBURY,MA,02132,(617) 327-5000,42.16009,-71.503988,"Power Tools, Outdoor Power Equipment, Tool Rental",35.72955547936136,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
HOME DEPOT #2668,85 MAIN STREET,,TEWKSBURY,MA,01876,(978) 640-0400,42.16009,-71.503988,"Power Tools, Outdoor Power Equipment, Tool Rental",35.72955547936136,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
HOME DEPOT #2673,470 STATE ROAD,,NORTH DARTMOUTH,MA,02747,(508) 997-9600,42.16009,-71.503988,"Power Tools, Outdoor Power Equipment, Tool Rental",35.72955547936136,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
Tractor Supply Co. #1253,191 ELM ST UNIT 1,,Milford,NH,03055,(603) 249-8910,42.839143,-71.667768,Power Tools,36.526924209174226,https://www.tractorsupply.com/
HOME DEPOT #2669,339 SPEEN STREET,,NATICK,MA,01760,(508) 647-9600,42.305406,-71.382132,"Power Tools, Outdoor Power Equipment, Tool Rental",37.877493342821566,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
HOME DEPOT #3486,721 MILFORD ROAD,,MERRIMACK,NH,03054,(603) 882-5522,42.804882,-71.547605,"Power Tools, Outdoor Power Equipment, Tool Rental",38.906579202016914,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
HOME DEPOT #2651,229 HARTFORD AVE.,,BELLINGHAM,MA,02019,(508) 966-9200,42.11406,-71.467511,"Power Tools, Outdoor Power Equipment, Tool Rental",39.001076717414975,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
HOME DEPOT #3484,12 COLISEUM DRIVE,,NASHUA,NH,03063,(603) 879-9666,42.765397,-71.497419,"Power Tools, Outdoor Power Equipment, Tool Rental",39.09880474830657,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
HOME DEPOT #3481,288 DANIEL WEBSTER HIGHWAY,,NASHUA,NH,03060,(603) 891-4300,42.705658,-71.441025,"Power Tools, Outdoor Power Equipment, Tool Rental",39.198354717709016,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
Marathon Tool & Industrial Supply,1376 W. Central St,,Franklin,MA,02038,(508) 541-8665,42.08194,-71.451195,Power Tools,40.942855691136515,
Tractor Supply Co. #2175,1313 MAIN ST,,Millis,MA,02054,(508) 376-5550,42.161156,-71.377369,Power Tools,41.41680366941435,https://www.tractorsupply.com/
HOME DEPOT #2674,100 FIRST AVENUE,,WALTHAM,MA,02451,(781) 672-0900,42.396962,-71.266617,"Power Tools, Outdoor Power Equipment, Tool Rental",42.926182128186085,https://www.homedepot.com/b/Tools/Makita/N-5yc1vZc1xyZyg?cm_sp=vanity-_-Makita-_-FEB20&storeSelection=
Tractor Supply Co. #2303,1913 DIAMOND HILL RD,,Woonsocket,RI,02895,(401) 767-8777,42.013415,-71.471488,Power Tools,43.05510618177687,https://www.tractorsupply.com/
Tractor Supply Co. #1168,515 DANIEL WEBSTER HWY ,  STE A,Merrimack,NH,03054,(603) 424-3300,42.872479,-71.488571,Power Tools,44.30232043894349,https://www.tractorsupply.com/
Tractor Supply Co. #1965,134 BRIDGE ST,,Pelham,NH,03076,(603) 635-5001,42.721668,-71.318522,Power Tools,45.19964975532043,https://www.tractorsupply.com/
